Lesson	Type	No	Name	Sentences_Kor	Sentences_Phon	Sentences_Viet	FileAudio	FileImage
Lesson4	Grammar	2.3	Exam	스티븐이 교실에 있어요? – 아니요, 교실에 없어요.	Sư-thi-bưn-i kyô-sil-ê it-sơ-yô? – A-ni-yô, kyô-sil-ê ơp-sơ-yô.	Steven có ở phòng học không? – Không, anh ấy không ở phòng học.	https://luandai123.github.io/Korean_Beginner/L4Gr2.3.mp3	
Lesson4	Grammar	3	Struc	N에 가요[와요] (Đi đến [Đến từ] N)				
Lesson4	Grammar	3	Def			Động từ di chuyển đến địa điểm. 가다 = đi (xa người nói); 오다 = đến/lại (hướng về phía người nói hoặc điểm tham chiếu).		
Lesson4	Grammar	3	Form			N(đích đến) + 에 + 가요/와요 | Ví dụ: 학교에 가요 (đi đến trường), 여기에 와요 (đến đây) | Phủ định: 학교에 안 가요, 학교에 안 와요		
Lesson4	Grammar	3	Usa			가다/오다 dùng N에 (không dùng N에서). 오다 có quan điểm: người nói đang ở điểm đích thì dùng 오다; đang ở điểm xuất phát thì dùng 가다.		
Lesson4	Grammar	3.1	Exam	어디에 가요?	Ơ-đi-ê ka-yô?	Bạn đi đâu vậy?	https://luandai123.github.io/Korean_Beginner/L4Gr3.1.mp3	
Lesson4	Grammar	3.2	Exam	우체국에 가요.	U-che-guk-ê ka-yô.	Tôi đi đến bưu điện.	https://luandai123.github.io/Korean_Beginner/L4Gr3.2.mp3	
Lesson4	Grammar	3.3	Exam	스티븐은 오늘 학교에 안 와요.	Sư-thi-bưn-ưn ô-nưl hak-gyô-ê an oa-yô.	Hôm nay Steven không đến trường.	https://luandai123.github.io/Korean_Beginner/L4Gr3.3.mp3	
Lesson4	Grammar	4	Struc	N 앞[뒤, 옆] (Phía trước [ sau, bên cạnh] của N)				
Lesson4	Grammar	4	Def			Từ chỉ vị trí tương đối của vật/người so với mốc tham chiếu. Kết hợp với 에 있어요 để mô tả vị trí.		
Lesson4	Grammar	4	Form			N(mốc) + 앞/뒤/옆/안/위/아래 + 에 있어요 | Ví dụ: 은행 앞에 있어요, 책상 위에 있어요, 가방 안에 있어요		
Lesson4	Grammar	4	Usa			Danh sách đầy đủ: 앞(trước), 뒤(sau), 옆(cạnh), 안(trong), 위(trên), 아래/밑(dưới). Dùng kết hợp để mô tả không gian phòng/khu vực chi tiết.		
Lesson4	Grammar	4.1	Exam	우체국이 어디에 있어요? – 은행 앞에 있어요.	U-che-guk-i ơ-đi-ê it-sơ-yô? – Ưn-heng ap-ê it-sơ-yô.	Bưu điện ở đâu? – Ở phía trước ngân hàng.	https://luandai123.github.io/Korean_Beginner/L4Gr4.1.mp3	
Lesson4	Grammar	4.2	Exam	약국은 병원 뒤에 있어요.	Yak-guk-ưn byông-uôn đwi-ê it-sơ-yô.	Hiệu thuốc ở phía sau bệnh viện.	https://luandai123.github.io/Korean_Beginner/L4Gr4.2.mp3	
Lesson4	Grammar	4.3	Exam	스티븐은 아키라 옆에 있어요.	Sư-thi-bưn-ưn a-khi-ra yôp-ê it-sơ-yô.	Steven ở bên cạnh Akira.	https://luandai123.github.io/Korean_Beginner/L4Gr4.3.mp3	
Lesson4	Speaking	1	Struc	Giới thiệu và hỏi về địa điểm (장소 소개하고 묻기)			https://luandai123.github.io/Korean_Beginner/L4Sp1.mp3	
Lesson4	Speaking	1.1	Exam	여기가 인사동이에요?	Yô-gi-ga in-sa-đong-i-ê-yô?	Đây có phải là Insadong không?	https://luandai123.github.io/Korean_Beginner/L4Sp1.1.mp3	
Lesson4	Speaking	1.2	Exam	네, 인사동이에요.	Nê, in-sa-đong-i-ê-yô.	Vâng, đây là Insadong.	https://luandai123.github.io/Korean_Beginner/L4Sp1.2.mp3	
Lesson4	Speaking	1.3	Exam	인사동에서 뭐 해요?	In-sa-đong-ê-sơ muô hê-yô?	Ở Insadong người ta làm gì?	https://luandai123.github.io/Korean_Beginner/L4Sp1.3.mp3	
Lesson4	Speaking	1.4	Exam	차를 마셔요. 인사동에는 찻집이 있어요.	Cha-rưl ma-syô-yô. In-sa-đong-ê-nưn chas-jip-i it-sơ-yô.	Người ta uống trà. Ở Insadong có quán trà.	https://luandai123.github.io/Korean_Beginner/L4Sp1.4.mp3	
Lesson4	Speaking	2	Struc	Hỏi và chỉ đường đến địa điểm (길 묻고 안내하기)			https://luandai123.github.io/Korean_Beginner/L4Sp2.mp3	
Lesson4	Speaking	2.1	Exam	스티븐 씨, 어디에 가요?	Sư-thi-bưn shi, ơ-đi-ê ka-yô?	Anh Steven, anh đi đâu vậy?	https://luandai123.github.io/Korean_Beginner/L4Sp2.1.mp3	
Lesson4	Speaking	2.2	Exam	공항에 가요. 친구가 한국에 와요.	Kong-hang-ê ka-yô. Chin-gu-ga han-guk-ê oa-yô.	Tôi đi sân bay. Bạn tôi đến Hàn Quốc.	https://luandai123.github.io/Korean_Beginner/L4Sp2.2.mp3	
Lesson4	Speaking	2.3	Exam	줄리앙 씨는 어디에 가요?	Chul-li-ang shi-nưn ơ-đi-ê ka-yô?	Còn anh Julian đi đâu?	https://luandai123.github.io/Korean_Beginner/L4Sp2.3.mp3	
Lesson4	Speaking	2.4	Exam	우체국에 가요.	U-che-guk-ê ka-yô.	Tôi đi bưu điện.	https://luandai123.github.io/Korean_Beginner/L4Sp2.4.mp3	
Lesson4	Speaking	2.5	Exam	우체국이 어디에 있어요?	U-che-guk-i ơ-đi-ê it-sơ-yô?	Bưu điện ở đâu vậy?	https://luandai123.github.io/Korean_Beginner/L4Sp2.5.mp3	
Lesson4	Speaking	2.6	Exam	한국은행 알아요? 한국은행 앞에 있어요.	Han-guk-ưn-heng al-a-yô? Han-guk-ưn-heng ap-ê it-sơ-yô.	Anh biết Ngân hàng Hàn Quốc không? Nó ở phía trước Ngân hàng Hàn Quốc.	https://luandai123.github.io/Korean_Beginner/L4Sp2.6.mp3	
Lesson5	Subject	0	Subj	주말에 친구를 만났어요 (Tôi đã gặp bạn vào cuối tuần)				
Lesson5	Vocabulary	1	Struc	Số đếm Hán-Hàn (숫자 1)				
Lesson5	Vocabulary	1.1	Exam	일	Il	Một (1)	https://luandai123.github.io/Korean_Beginner/L5Vo1.1.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.1.png
Lesson5	Vocabulary	1.1.ex	Exam	일 월 일 일이에요.	Il-uôl il-il-i-ê-yô.	Ngày 1 tháng 1.	https://luandai123.github.io/Korean_Beginner/L5Vo1.1.ex.mp3	
Lesson5	Vocabulary	1.1.tip	Def			[MẸO] "일(一)" = nhất (Hán-Việt) → một. Giống tiếng Hán!		
Lesson5	Vocabulary	1.2	Exam	이	I	Hai (2)	https://luandai123.github.io/Korean_Beginner/L5Vo1.2.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.2.png
Lesson5	Vocabulary	1.2.ex	Exam	이 월이에요.	I-uôl-i-ê-yô.	Đây là tháng Hai.	https://luandai123.github.io/Korean_Beginner/L5Vo1.2.ex.mp3	
Lesson5	Vocabulary	1.2.tip	Def			[MẸO] "이(二)" = nhị (Hán-Việt) → hai. Hán-Hàn = Hán-Việt, dễ nhớ!		
Lesson5	Vocabulary	1.3	Exam	삼	Sam	Ba (3)	https://luandai123.github.io/Korean_Beginner/L5Vo1.3.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.3.png
Lesson5	Vocabulary	1.3.ex	Exam	삼 월이에요.	Sam-uôl-i-ê-yô.	Đây là tháng Ba.	https://luandai123.github.io/Korean_Beginner/L5Vo1.3.ex.mp3	
Lesson5	Vocabulary	1.3.tip	Def			[MẸO] "삼(三)" = tam (Hán-Việt) → ba. Tam giác, tam giác!		
Lesson5	Vocabulary	1.4	Exam	사	Sa	Bốn (4)	https://luandai123.github.io/Korean_Beginner/L5Vo1.4.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.4.png
Lesson5	Vocabulary	1.4.ex	Exam	사 월이에요.	Sa-uôl-i-ê-yô.	Đây là tháng Tư.	https://luandai123.github.io/Korean_Beginner/L5Vo1.4.ex.mp3	
Lesson5	Vocabulary	1.4.tip	Def			[MẸO] "사(四)" = tứ (Hán-Việt) → bốn. Tứ = bốn, nhớ ngay!		
Lesson5	Vocabulary	1.5	Exam	오	O	Năm (5)	https://luandai123.github.io/Korean_Beginner/L5Vo1.5.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.5.png
Lesson5	Vocabulary	1.5.ex	Exam	오 월이에요.	O-uôl-i-ê-yô.	Đây là tháng Năm.	https://luandai123.github.io/Korean_Beginner/L5Vo1.5.ex.mp3	
Lesson5	Vocabulary	1.5.tip	Def			[MẸO] "오(五)" = ngũ (Hán-Việt) → năm. Ngũ hành, ngũ cốc!		
Lesson5	Vocabulary	1.6	Exam	육	Yuk	Sáu (6)	https://luandai123.github.io/Korean_Beginner/L5Vo1.6.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.6.png
Lesson5	Vocabulary	1.6.ex	Exam	육 월이에요.	Yuk-uôl-i-ê-yô.	Đây là tháng Sáu.	https://luandai123.github.io/Korean_Beginner/L5Vo1.6.ex.mp3	
Lesson5	Vocabulary	1.6.tip	Def			[MẸO] "육(六)" = lục (Hán-Việt) → sáu. Lục giác = sáu cạnh!		
Lesson5	Vocabulary	1.7	Exam	칠	Chil	Bảy (7)	https://luandai123.github.io/Korean_Beginner/L5Vo1.7.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.7.png
Lesson5	Vocabulary	1.7.ex	Exam	칠 월이에요.	Chil-uôl-i-ê-yô.	Đây là tháng Bảy.	https://luandai123.github.io/Korean_Beginner/L5Vo1.7.ex.mp3	
Lesson5	Vocabulary	1.7.tip	Def			[MẸO] "칠(七)" = thất (Hán-Việt) → bảy. Thất = bảy!		
Lesson5	Vocabulary	1.8	Exam	팔	Phal	Tám (8)	https://luandai123.github.io/Korean_Beginner/L5Vo1.8.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.8.png
Lesson5	Vocabulary	1.8.ex	Exam	팔 월이에요.	Phal-uôl-i-ê-yô.	Đây là tháng Tám.	https://luandai123.github.io/Korean_Beginner/L5Vo1.8.ex.mp3	
Lesson5	Vocabulary	1.8.tip	Def			[MẸO] "팔(八)" = bát (Hán-Việt) → tám. Bát = tám!		
Lesson5	Vocabulary	1.9	Exam	구	Ku	Chín (9)	https://luandai123.github.io/Korean_Beginner/L5Vo1.9.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.9.png
Lesson5	Vocabulary	1.9.ex	Exam	구 월이에요.	Ku-uôl-i-ê-yô.	Đây là tháng Chín.	https://luandai123.github.io/Korean_Beginner/L5Vo1.9.ex.mp3	
Lesson5	Vocabulary	1.9.tip	Def			[MẸO] "구(九)" = cửu (Hán-Việt) → chín. Cửu = chín!		
Lesson5	Vocabulary	1.10	Exam	십	Sip	Mười (10)	https://luandai123.github.io/Korean_Beginner/L5Vo1.10.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo1.10.png
Lesson5	Vocabulary	1.10.ex	Exam	십 월이에요.	Sip-uôl-i-ê-yô.	Đây là tháng Mười.	https://luandai123.github.io/Korean_Beginner/L5Vo1.10.ex.mp3	
Lesson5	Vocabulary	1.10.tip	Def			[MẸO] "십(十)" = thập (Hán-Việt) → mười. Thập phân = hệ mười!		
Lesson5	Vocabulary	2	Struc	Ngày trong tuần (요일)				
Lesson5	Vocabulary	2.1	Exam	월요일	Uôl-yô-il	Thứ Hai	https://luandai123.github.io/Korean_Beginner/L5Vo2.1.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.1.png
Lesson5	Vocabulary	2.1.ex	Exam	월요일에 뭐 해요?	Uôl-yô-il-ê muô hê-yô?	Thứ Hai bạn làm gì?	https://luandai123.github.io/Korean_Beginner/L5Vo2.1.ex.mp3	
Lesson5	Vocabulary	2.1.tip	Def			[MẸO] "월(月)" = nguyệt (mặt trăng/tháng) → Thứ Hai (Moon day như Monday)!		
Lesson5	Vocabulary	2.2	Exam	화요일	Hoa-yô-il	Thứ Ba	https://luandai123.github.io/Korean_Beginner/L5Vo2.2.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.2.png
Lesson5	Vocabulary	2.2.ex	Exam	화요일에 태권도를 배워요.	Hoa-yô-il-ê the-guôn-đô-rưl be-uô-yô.	Thứ Ba tôi học taekwondo.	https://luandai123.github.io/Korean_Beginner/L5Vo2.2.ex.mp3	
Lesson5	Vocabulary	2.2.tip	Def			[MẸO] "화(火)" = hỏa (lửa) → Thứ Ba (Fire day như Tuesday = Tiw's day)!		
Lesson5	Vocabulary	2.3	Exam	수요일	Su-yô-il	Thứ Tư	https://luandai123.github.io/Korean_Beginner/L5Vo2.3.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.3.png
Lesson5	Vocabulary	2.3.ex	Exam	수요일에 수업이 있어요.	Su-yô-il-ê su-ơp-i it-sơ-yô.	Thứ Tư tôi có lớp học.	https://luandai123.github.io/Korean_Beginner/L5Vo2.3.ex.mp3	
Lesson5	Vocabulary	2.3.tip	Def			[MẸO] "수(水)" = thủy (nước) → Thứ Tư (Water day như Wednesday)!		
Lesson5	Vocabulary	2.4	Exam	목요일	Mok-yô-il	Thứ Năm	https://luandai123.github.io/Korean_Beginner/L5Vo2.4.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.4.png
Lesson5	Vocabulary	2.4.ex	Exam	목요일에 친구를 만나요.	Mok-yô-il-ê chin-gu-rưl man-na-yô.	Thứ Năm tôi gặp bạn bè.	https://luandai123.github.io/Korean_Beginner/L5Vo2.4.ex.mp3	
Lesson5	Vocabulary	2.4.tip	Def			[MẸO] "목(木)" = mộc (cây gỗ) → Thứ Năm (Wood day như Thursday = Thor's day)!		
Lesson5	Vocabulary	2.5	Exam	금요일	Gưm-yô-il	Thứ Sáu	https://luandai123.github.io/Korean_Beginner/L5Vo2.5.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.5.png
Lesson5	Vocabulary	2.5.ex	Exam	금요일에 파티가 있어요.	Gưm-yô-il-ê pha-thi-ga it-sơ-yô.	Thứ Sáu có buổi tiệc.	https://luandai123.github.io/Korean_Beginner/L5Vo2.5.ex.mp3	
Lesson5	Vocabulary	2.5.tip	Def			[MẸO] "금(金)" = kim (vàng/kim loại) → Thứ Sáu (Gold day như Friday = Frigg's day)!		
Lesson5	Vocabulary	2.6	Exam	토요일	Thô-yô-il	Thứ Bảy	https://luandai123.github.io/Korean_Beginner/L5Vo2.6.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.6.png
Lesson5	Vocabulary	2.6.ex	Exam	토요일에 쇼핑해요.	Thô-yô-il-ê syô-phing-hê-yô.	Thứ Bảy tôi đi mua sắm.	https://luandai123.github.io/Korean_Beginner/L5Vo2.6.ex.mp3	
Lesson5	Vocabulary	2.6.tip	Def			[MẸO] "토(土)" = thổ (đất) → Thứ Bảy (Earth day như Saturday = Saturn's day)!		
Lesson5	Vocabulary	2.7	Exam	일요일	Il-yô-il	Chủ Nhật	https://luandai123.github.io/Korean_Beginner/L5Vo2.7.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.7.png
Lesson5	Vocabulary	2.7.ex	Exam	일요일에 쉬어요.	Il-yô-il-ê shwi-ơ-yô.	Chủ Nhật tôi nghỉ ngơi.	https://luandai123.github.io/Korean_Beginner/L5Vo2.7.ex.mp3	
Lesson5	Vocabulary	2.7.tip	Def			[MẸO] "일(日)" = nhật (mặt trời) → Chủ Nhật (Sun day như Sunday)!		
Lesson5	Vocabulary	2.8	Exam	주말	Chu-mal	Cuối tuần	https://luandai123.github.io/Korean_Beginner/L5Vo2.8.mp3	https://luandai123.github.io/Korean_Beginner/L5Vo2.8.png
Lesson5	Vocabulary	2.8.ex	Exam	주말에 뭐 했어요?	Chu-mal-ê muô het-sơ-yô?	Cuối tuần bạn đã làm gì?	https://luandai123.github.io/Korean_Beginner/L5Vo2.8.ex.mp3	
Lesson5	Vocabulary	2.8.tip	Def			[MẸO] "주말(週末)" = chu mạt (Hán-Việt: cuối tuần) → cuối tuần!		
Lesson5	Grammar	1	Struc	날짜와 요일 (Ngày và thứ trong tuần)				
Lesson5	Grammar	1	Def			Cách diễn đạt ngày tháng và thứ trong tuần. Dùng hệ số đếm Hán-Hàn (일/이/삼...) cho tháng và ngày. Thứ dùng tên riêng kết thúc bằng 요일.		
Lesson5	Grammar	1	Form			[Tháng] số Hán-Hàn + 월 | [Ngày] số Hán-Hàn + 일 | [Hỏi ngày] 오늘이 며칠이에요? | [Hỏi thứ] 오늘이 무슨 요일이에요? | [Hỏi khi nào] 언제예요?		
Lesson5	Grammar	1	Usa			Chú ý phát âm đặc biệt: 6월=유월(yuwol KHÔNG phải 육월), 10월=시월(siwol KHÔNG phải 십월). Ngày 1~10 đọc: 일일, 이일, 삼일... 20=이십, 30=삼십.		
Lesson5	Grammar	1.1	Exam	오늘이 며칠이에요? – 오월 구 일이에요.	O-nưl-i myô-chil-i-ê-yô? – O-uôl ku-il-i-ê-yô.	Hôm nay là ngày mấy? – Ngày 9 tháng 5.	https://luandai123.github.io/Korean_Beginner/L5Gr1.1.mp3	
Lesson5	Grammar	1.2	Exam	오늘이 무슨 요일이에요? – 금요일이에요.	O-nưl-i mu-sưn yô-il-i-ê-yô? – Gưm-yô-il-i-ê-yô.	Hôm nay là thứ mấy? – Thứ Sáu.	https://luandai123.github.io/Korean_Beginner/L5Gr1.2.mp3	
Lesson5	Grammar	1.3	Exam	시험이 언제예요? – 팔월 이십삼 일이에요.	Si-hôm-i ôn-chê-yô? – Phal-uôl i-sip-sam-il-i-ê-yô.	Khi nào có kỳ thi? – Ngày 23 tháng 8.	https://luandai123.github.io/Korean_Beginner/L5Gr1.3.mp3	
Lesson5	Grammar	2	Struc	N에 (thời gian)				
Lesson5	Grammar	2	Def			Trợ từ gắn vào biểu thức thời gian (ngày, tháng, thứ, dịp lễ) để chỉ "vào lúc/ngày/dịp đó".		
Lesson5	Grammar	2	Form			Thứ/ngày/tháng/dịp lễ + 에 + hành động | Ví dụ: 월요일에 공부해요, 5월 9일에 파티가 있어요, 크리스마스에 뭐 해요?		
Lesson5	Grammar	2	Usa			KHÔNG dùng 에 với: 오늘(hôm nay), 어제(hôm qua), 내일(ngày mai), 지금(bây giờ), 아까(lúc nãy). Đây là lỗi rất phổ biến của người học!		
Lesson5	Grammar	2.1	Exam	토요일에 뭐 해요? – 친구하고 영화를 봐요.	Thô-yô-il-ê muô hê-yô? – Chin-gu-ha-go yông-hoa-rưl pwa-yô.	Thứ Bảy bạn làm gì? – Tôi xem phim với bạn.	https://luandai123.github.io/Korean_Beginner/L5Gr2.1.mp3	
Lesson5	Grammar	2.2	Exam	크리스마스에 친구하고 파티를 해요.	Khư-ri-sư-ma-sư-ê chin-gu-ha-go pha-thi-rưl hê-yô.	Vào Giáng sinh tôi tổ chức tiệc với bạn bè.	https://luandai123.github.io/Korean_Beginner/L5Gr2.2.mp3	
Lesson5	Grammar	2.3	Exam	월요일에 뭐 해요? – 월요일에는 영어를 배워요.	Uôl-yô-il-ê muô hê-yô? – Uôl-yô-il-ê-nưn yông-ơ-rưl be-uô-yô.	Thứ Hai bạn làm gì? – Thứ Hai tôi học tiếng Anh.	https://luandai123.github.io/Korean_Beginner/L5Gr2.3.mp3	
Lesson5	Grammar	3	Struc	V-았/었- (Thì quá khứ)				
Lesson5	Grammar	3	Def			Dạng quá khứ trong tiếng Hàn. Diễn tả hành động/trạng thái đã hoàn thành hoặc xảy ra trong quá khứ.		
Lesson5	Grammar	3	Form			Nguyên âm gốc ㅏ/ㅗ + -았어요 | 하다 → 했어요 | Nguyên âm khác + -었어요 | Ví dụ: 자다→잤어요, 오다→왔어요, 하다→했어요, 먹다→먹었어요, 마시다→마셨어요		
Lesson5	Grammar	3	Usa			Khác tiếng Việt: tiếng Hàn không dùng trạng từ bắt buộc kèm quá khứ. Thời gian (어제, 지난주...) giúp xác định mốc thời gian nhưng không bắt buộc có.		
Lesson5	Grammar	3.1	Exam	어제 뭐 했어요? – 친구를 만났어요.	Ơ-chê muô het-sơ-yô? – Chin-gu-rưl man-nat-sơ-yô.	Hôm qua bạn làm gì? – Tôi đã gặp bạn bè.	https://luandai123.github.io/Korean_Beginner/L5Gr3.1.mp3	
Lesson5	Grammar	3.2	Exam	공원에서 운동했어요.	Kong-uôn-ê-sơ un-đong-het-sơ-yô.	Tôi đã tập thể dục ở công viên.	https://luandai123.github.io/Korean_Beginner/L5Gr3.2.mp3	
Lesson5	Grammar	3.3	Exam	어제 피자를 먹었어요.	Ơ-chê phi-ja-rưl mơk-ơt-sơ-yô.	Hôm qua tôi đã ăn pizza.	https://luandai123.github.io/Korean_Beginner/L5Gr3.3.mp3	
Lesson5	Grammar	4	Struc	V-고 (Và, rồi)				
Lesson5	Grammar	4	Def			Liên từ nối hai mệnh đề/hành động: liệt kê tuần tự ("làm A rồi làm B") hoặc song song ("vừa A vừa B" — nhưng thường là tuần tự trong Seoul 1A).		
Lesson5	Grammar	4	Form			Gốc động từ 1 + -고 + mệnh đề 2 | Không chia thì ở vế 1 — thì chỉ thể hiện ở vế cuối | Ví dụ: 영화를 보고 밥을 먹었어요, 숙제를 하고 자요		
Lesson5	Grammar	4	Usa			Thứ tự thực hiện thường phản ánh thứ tự câu: "A-고 B" = làm A trước rồi B. Khác với -지만 (đối lập) và -(으)면서 (đồng thời). Rất thông dụng khi kể chuyện.		
Lesson5	Grammar	4.1	Exam	주말에 뭐 했어요? – 친구하고 같이 영화 보고 쇼핑했어요.	Chu-mal-ê muô het-sơ-yô? – Chin-gu-ha-go ka-chi yông-hoa bo-go syô-phing-het-sơ-yô.	Cuối tuần bạn đã làm gì? – Tôi đã xem phim rồi đi mua sắm với bạn.	https://luandai123.github.io/Korean_Beginner/L5Gr4.1.mp3	
Lesson5	Grammar	4.2	Exam	숙제를 하고 텔레비전을 봐요.	Suk-chê-rưl ha-go thel-le-bi-chôn-ưl pwa-yô.	Tôi làm bài tập xong rồi xem tivi.	https://luandai123.github.io/Korean_Beginner/L5Gr4.2.mp3	
Lesson5	Grammar	4.3	Exam	밥을 먹고 차를 마셨어요.	Bab-ưl môk-go cha-rưl ma-syôt-sơ-yô.	Tôi đã ăn cơm rồi uống trà.	https://luandai123.github.io/Korean_Beginner/L5Gr4.3.mp3	
Lesson5	Speaking	1	Struc	Hỏi lịch và đặt hẹn (일정 묻고 약속 잡기)			https://luandai123.github.io/Korean_Beginner/L5Sp1.mp3	
Lesson5	Speaking	1.1	Exam	5월 9일에 시간이 있어요?	O-uôl ku-il-ê si-gan-i it-sơ-yô?	Ngày 9 tháng 5 bạn có rảnh không?	https://luandai123.github.io/Korean_Beginner/L5Sp1.1.mp3	
Lesson5	Speaking	1.2	Exam	9일이 무슨 요일이에요?	Ku-il-i mu-sưn yô-il-i-ê-yô?	Ngày 9 là thứ mấy?	https://luandai123.github.io/Korean_Beginner/L5Sp1.2.mp3	
Lesson5	Speaking	1.3	Exam	금요일이에요. 금요일에 파티가 있어요.	Gưm-yô-il-i-ê-yô. Gưm-yô-il-ê pha-thi-ga it-sơ-yô.	Thứ Sáu. Thứ Sáu có buổi tiệc.	https://luandai123.github.io/Korean_Beginner/L5Sp1.3.mp3	
Lesson5	Speaking	1.4	Exam	아, 미안해요. 금요일에는 약속이 있어요. 친구하고 같이 영화를 봐요.	A, mi-an-hê-yô. Gưm-yô-il-ê-nưn yak-sok-i it-sơ-yô. Chin-gu-ha-go ka-chi yông-hoa-rưl pwa-yô.	Ồ, xin lỗi. Thứ Sáu tôi đã có hẹn rồi. Tôi đi xem phim với bạn.	https://luandai123.github.io/Korean_Beginner/L5Sp1.4.mp3	
Lesson5	Speaking	2	Struc	Kể chuyện cuối tuần đã làm gì (주말에 한 일 이야기하기)			https://luandai123.github.io/Korean_Beginner/L5Sp2.mp3	
Lesson5	Speaking	2.1	Exam	주말에 뭐 했어요?	Chu-mal-ê muô het-sơ-yô?	Cuối tuần bạn đã làm gì?	https://luandai123.github.io/Korean_Beginner/L5Sp2.1.mp3	
Lesson5	Speaking	2.2	Exam	코엑스몰에 갔어요.	Kho-ek-sư-mol-ê gat-sơ-yô.	Tôi đã đến trung tâm thương mại COEX.	https://luandai123.github.io/Korean_Beginner/L5Sp2.2.mp3	
Lesson5	Speaking	2.3	Exam	거기에서 뭐 했어요?	Gơ-gi-ê-sơ muô het-sơ-yô?	Ở đó bạn đã làm gì?	https://luandai123.github.io/Korean_Beginner/L5Sp2.3.mp3	
Lesson5	Speaking	2.4	Exam	친구하고 같이 영화를 보고 쇼핑했어요. 줄리앙 씨는 뭐 했어요?	Chin-gu-ha-go ka-chi yông-hoa-rưl bo-go syô-phing-het-sơ-yô. Chul-li-ang shi-nưn muô het-sơ-yô?	Tôi xem phim rồi đi mua sắm với bạn. Còn anh Julian đã làm gì?	https://luandai123.github.io/Korean_Beginner/L5Sp2.4.mp3	
Lesson5	Speaking	2.5	Exam	저는 집에서 쉬었어요.	Chơ-nưn chip-ê-sơ shwi-ôt-sơ-yô.	Tôi đã nghỉ ngơi ở nhà.	https://luandai123.github.io/Korean_Beginner/L5Sp2.5.mp3	
Lesson6	Subject	0	Subj	얼마예요? (Bao nhiêu tiền ạ?)				
Lesson6	Vocabulary	1	Struc	Đồ ăn Hàn Quốc (한국 음식)				
Lesson6	Vocabulary	1.1	Exam	갈비탕	Kal-bi-thang	Canh sườn bò	https://luandai123.github.io/Korean_Beginner/L6Vo1.1.mp3	https://luandai123.github.io/Korean_Beginner/L6Vo1.1.png
Lesson6	Vocabulary	1.1.ex	Exam	갈비탕 한 그릇 주세요.	Kal-bi-thang han kư-rưt chu-sê-yô.	Cho tôi một bát canh sườn bò.	https://luandai123.github.io/Korean_Beginner/L6Vo1.1.ex.mp3	
Lesson6	Vocabulary	1.1.tip	Def			[MẸO] "Kal-bi" → "Galbi" — bạn hay thấy "Galbi" trên menu BBQ Hàn Quốc! Nhớ ngay sườn nướng.		
Lesson6	Vocabulary	1.2	Exam	김밥	Kim-bap	Cơm cuộn rong biển	https://luandai123.github.io/Korean_Beginner/L6Vo1.2.mp3	https://luandai123.github.io/Korean_Beginner/L6Vo1.2.png
Lesson6	Vocabulary	1.2.ex	Exam	김밥 두 줄 주세요.	Kim-bap tu chul chu-sê-yô.	Cho tôi hai cuộn kimbap.	https://luandai123.github.io/Korean_Beginner/L6Vo1.2.ex.mp3	
Lesson6	Vocabulary	1.2.tip	Def			[MẸO] Kim (rong biển) + Bap (cơm) = KimBap. Ghép nghĩa đen luôn! Giống sushi cuộn của Hàn Quốc.		
Lesson6	Vocabulary	1.3	Exam	김치	Kim-chi	Kimchi	https://luandai123.github.io/Korean_Beginner/L6Vo1.3.mp3	https://luandai123.github.io/Korean_Beginner/L6Vo1.3.png
Lesson6	Vocabulary	1.3.ex	Exam	김치가 매워요.	Kim-chi-ga mê-uô-yô.	Kimchi cay lắm.	https://luandai123.github.io/Korean_Beginner/L6Vo1.3.ex.mp3	
Lesson6	Vocabulary	1.3.tip	Def			[MẸO] "Kimchi" — từ này đã được quốc tế hóa rồi! Bạn chắc chắn đã nghe rồi. Nhớ luôn không cần mẹo gì cả!		
Lesson6	Vocabulary	1.4	Exam	김치찌개	Kim-chi-chi-gê	Canh kimchi	https://luandai123.github.io/Korean_Beginner/L6Vo1.4.mp3	https://luandai123.github.io/Korean_Beginner/L6Vo1.4.png
Lesson6	Vocabulary	1.4.ex	Exam	김치찌개가 맛있어요.	Kim-chi-chi-gê-ga ma-si-ssơ-yô.	Canh kimchi ngon lắm.	https://luandai123.github.io/Korean_Beginner/L6Vo1.4.ex.mp3	
