Lesson	Type	No	Name	Sentences_Kor	Sentences_Phon	Sentences_Viet	FileAudio	FileImage
Lesson2	Grammar	2.3	Exam	한국어 사전이 없어요.	Han-gu-gơ sa-chơ-ni ơp-sơ-yô.	Tôi không có từ điển tiếng Hàn.	https://luandai123.github.io/Korean_Beginner/L2Gr2.3.mp3	
Lesson2	Grammar	2.4	Exam	지금 돈이 없어요.	Chi-gưm tô-ni ơp-sơ-yô.	Bây giờ tôi không có tiền.	https://luandai123.github.io/Korean_Beginner/L2Gr2.4.mp3	
Lesson2	Grammar	2.5	Exam	교실에 시계가 있어요.	Kyo-si-rê si-gye-ga i-sơ-yô.	Trong phòng học có đồng hồ.	https://luandai123.github.io/Korean_Beginner/L2Gr2.5.mp3	
Lesson2	Grammar	2.6	Exam	방에 침대가 있어요.	Bang-ê chim-dae-ga i-sơ-yô.	Trong phòng có giường.	https://luandai123.github.io/Korean_Beginner/L2Gr2.6.mp3	
Lesson2	Grammar	2.7	Exam	가방 안에 책이 있어요.	Ka-bang a-nê chae-gi i-sơ-yô.	Trong cặp có sách.	https://luandai123.github.io/Korean_Beginner/L2Gr2.7.mp3	
Lesson2	Grammar	2.8	Exam	질문이 있어요.	Chil-mu-ni i-sơ-yô.	Tôi có câu hỏi.	https://luandai123.github.io/Korean_Beginner/L2Gr2.8.mp3	
Lesson2	Grammar	3	Struc	N 주세요 (Hãy cho tôi N / Làm ơn cho tôi N)				
Lesson2	Grammar	-	Def	Cấu trúc dùng để yêu cầu, đề nghị người khác đưa cho mình một cái gì đó một cách lịch sự.				
Lesson2	Grammar	-	Form	Danh từ (N) + 주세요 (Không phân biệt danh từ có phụ âm cuối hay không).				
Lesson2	Grammar	-	Usa	Thường dùng khi mua sắm, gọi món ăn tại nhà hàng hoặc nhờ vả ai đó đưa đồ vật. Có thể thêm từ '좀' (một chút) vào trước 주세요 để câu nói nhẹ nhàng hơn.				
Lesson2	Grammar	3.1	Exam	볼펜 주세요.	Bôl-phen chu-sê-yô.	Hãy cho tôi cái bút bi.	https://luandai123.github.io/Korean_Beginner/L2Gr3.1.mp3	
Lesson2	Grammar	3.2	Exam	이거 주세요.	I-gơ chu-sê-yô.	Hãy cho tôi cái này.	https://luandai123.github.io/Korean_Beginner/L2Gr3.2.mp3	
Lesson2	Grammar	3.3	Exam	물 좀 주세요.	Mul chôm chu-sê-yô.	Làm ơn cho tôi chút nước.	https://luandai123.github.io/Korean_Beginner/L2Gr3.3.mp3	
Lesson2	Grammar	3.4	Exam	밥 주세요.	Bap chu-sê-yô.	Hãy cho tôi cơm.	https://luandai123.github.io/Korean_Beginner/L2Gr3.4.mp3	
Lesson2	Grammar	3.5	Exam	김밥 주세요.	Kim-bap chu-sê-yô.	Hãy cho tôi kimbap.	https://luandai123.github.io/Korean_Beginner/L2Gr3.5.mp3	
Lesson2	Grammar	3.6	Exam	사과 주세요.	Sa-gua chu-sê-yô.	Hãy cho tôi táo.	https://luandai123.github.io/Korean_Beginner/L2Gr3.6.mp3	
Lesson2	Grammar	3.7	Exam	커피 주세요.	Khơ-phi chu-sê-yô.	Hãy cho tôi cà phê.	https://luandai123.github.io/Korean_Beginner/L2Gr3.7.mp3	
Lesson2	Grammar	3.8	Exam	저 모자 주세요.	Chơ mô-ja chu-sê-yô.	Hãy cho tôi cái mũ kia.	https://luandai123.github.io/Korean_Beginner/L2Gr3.8.mp3	
Lesson2	Grammar	4	Struc	N하고 N, N과/와 N (N và N / N với N)				
Lesson2	Grammar	-	Def	Cấu trúc dùng để nối hai hoặc nhiều danh từ với nhau, mang ý nghĩa liệt kê hoặc cùng thực hiện một hành động nào đó.				
Lesson2	Grammar	-	Form	• N + 하고 + N: Dùng phổ biến trong văn nói, giao tiếp hàng ngày (không phân biệt phụ âm cuối).• N có phụ âm cuối + 과 + N• N không có phụ âm cuối + 와 + N (Cấu trúc 과/와 dùng nhiều trong văn viết, phát biểu trang trọng).				
Lesson2	Grammar	-	Usa	Dùng khi liệt kê các sự vật, sự việc hoặc chỉ đối tượng cùng tham gia hành động. Khi dịch sang tiếng Việt có thể hiểu là "và" hoặc "với/cùng với".				
Lesson2	Grammar	4.1	Exam	빵하고 우유를 먹어요.	Ppang-ha-gô u-yu-rưl mơ-gơ-yô.	Tôi ăn bánh mì và sữa.	https://luandai123.github.io/Korean_Beginner/L2Gr4.1.mp3	
Lesson2	Grammar	4.2	Exam	책상하고 의자가 있어요.	Chaek-sang-ha-gô ưi-ja-ga i-sơ-yô.	Có bàn và ghế.	https://luandai123.github.io/Korean_Beginner/L2Gr4.2.mp3	
Lesson2	Grammar	4.3	Exam	선생님과 학생이 있어요.	Sôn-seng-ni-mgwa hak-seng-i i-sơ-yô.	Có giáo viên và học sinh.	https://luandai123.github.io/Korean_Beginner/L2Gr4.3.mp3	
Lesson2	Grammar	4.4	Exam	친구와 영화를 봐요.	Chin-gu-wa yông-hwa-rưl bwa-yô.	Tôi xem phim cùng bạn.	https://luandai123.github.io/Korean_Beginner/L2Gr4.4.mp3	
Lesson2	Grammar	4.5	Exam	사과하고 오렌지를 샀어요.	Sa-gua-ha-gô ô-ren-ji-rưl sa-sơ-yô.	Tôi đã mua táo và cam.	https://luandai123.github.io/Korean_Beginner/L2Gr4.5.mp3	
Lesson2	Grammar	4.6	Exam	가방과 모자를 주세요.	Ka-bang-gwa mô-ja-rưl chu-sê-yô.	Hãy cho tôi túi xách và mũ.	https://luandai123.github.io/Korean_Beginner/L2Gr4.6.mp3	
Lesson2	Grammar	4.7	Exam	신문하고 잡지가 있어요.	Sin-mun-ha-gô chap-chi-ga i-sơ-yô.	Có báo và tạp chí.	https://luandai123.github.io/Korean_Beginner/L2Gr4.7.mp3	
Lesson2	Grammar	4.8	Exam	스티븐 씨와 이야기해요.	Sư-thi-bưn ssi-wa i-ya-gi-hae-yô.	Tôi nói chuyện với Steven.	https://luandai123.github.io/Korean_Beginner/L2Gr4.8.mp3	
Lesson2	Speaking	1	Struc	Speaking 1				
Lesson2	Speaking	1.1	Exam	전자사전 있어요?	Chơn-ja-sa-chơ-ni i-sơ-yô?	Có từ điển điện tử không ạ?	https://luandai123.github.io/Korean_Beginner/L2Sp1.1.mp3	
Lesson2	Speaking	1.2	Exam	아니요, 없어요.	A-ni-yô, ơp-sơ-yô.	Không, không có.	https://luandai123.github.io/Korean_Beginner/L2Sp1.2.mp3	
Lesson2	Speaking	1.3	Exam	이거는 한국어로 뭐예요?	I-gơ-nưn Han-gu-gơ-rô muô-yê-yô?	Cái này tiếng Hàn gọi là gì ạ?	https://luandai123.github.io/Korean_Beginner/L2Sp1.3.mp3	
Lesson2	Speaking	1.4	Exam	자예요.	Ja-yê-yô.	Là cây thước.	https://luandai123.github.io/Korean_Beginner/L2Sp1.4.mp3	
Lesson2	Speaking	1.5	Exam	저거는 연필이에요?	Chơ-gơ-nưn yôn-pi-ri-e-yô?	Cái kia là bút chì ạ?	https://luandai123.github.io/Korean_Beginner/L2Sp1.5.mp3	
Lesson2	Speaking	1.6	Exam	아니요, 볼펜이에요.	A-ni-yô, bôl-phen-i-e-yô.	Không, đó là bút mực.	https://luandai123.github.io/Korean_Beginner/L2Sp1.6.mp3	
Lesson2	Speaking	2	Struc	Speaking 2				
Lesson2	Speaking	2.1	Exam	지도 있어요?	Chi-đô i-sơ-yô?	Có bản đồ không ạ?	https://luandai123.github.io/Korean_Beginner/L2Sp2.1.mp3	
Lesson2	Speaking	2.2	Exam	아니요, 없어요.	A-ni-yô, ơp-sơ-yô.	Không, không có.	https://luandai123.github.io/Korean_Beginner/L2Sp2.2.mp3	
Lesson2	Speaking	2.3	Exam	이거는 한국어로 뭐예요?	I-gơ-nưn Han-gu-gơ-rô muô-yê-yô?	Cái này tiếng Hàn gọi là gì ạ?	https://luandai123.github.io/Korean_Beginner/L2Sp2.3.mp3	
Lesson2	Speaking	2.4	Exam	필통이에요.	Phil-thong-i-e-yô.	Là hộp bút.	https://luandai123.github.io/Korean_Beginner/L2Sp2.4.mp3	
Lesson2	Speaking	2.5	Exam	저거는 책이에요?	Chơ-gơ-nưn chae-gi-e-yô?	Cái kia là cuốn sách phải không?	https://luandai123.github.io/Korean_Beginner/L2Sp2.5.mp3	
Lesson2	Speaking	2.6	Exam	아니요, 잡지예요.	A-ni-yô, chap-chi-yê-yô.	Không, là cuốn tạp chí.	https://luandai123.github.io/Korean_Beginner/L2Sp2.6.mp3	
